id,comment_text,label
11,i suppose for the same reason that you do not believe in all the gods. why should any be any different i use the same arguments to dismiss koresh as i do god. tell me then why do you not believe that koresh is the son of god by logic it is equally possible that koresh is jesus reborn.,0
12,what do you accept as a fact the roundness of the earth after all the ancient greeks thought it was a sphere and then newton said it was a spheroid and now people say it's a geoid yourself isn't your personal identity just a theoretical construct to make sense of memories feelings perceptions i'm trying to think of anything that would be a fact for you. give some examples and let's see how factual they are by your criteria btw what are your criteria. gravity is not a fact is that a fact how about newton's and einstein's thoughts about gravity is it a fact that they had those thoughts i don't see how any of the things that you are asserting are any more factual than things like gravity atoms or evolution. in short before i am willing to consider your concept of what a fact is i'm going to have to have as a minimum some examples of what you think are facts.,0
13,you don't need any counterfeit athiest's myth to make religion appear absurd. you need only read any of friendly christian bill conner's posts.,0
14,exactly. although this may be a dissapointing answer there has to be an interplay of the two. personal ethos and societal morality. a person's selfgeneratedlearned set of beliefs are usually expressed on a purely mentalverbal level and don't usually find expression in society except in an impure not in the sense of bad state. sometimes this has to be so. also what if one feels oneself to be part of more than one society in a very real sense to use the obvious example there is a political society and a racial society and a gender society and sometimes they do not always agree on every issue... yes. perhaps with an infamous do what you want so long as it doesn't hurt others the problem with this is that it is merely saying what you can do it is not a morality in that it doesn't propound any specifically preferred behaviours. i'll add a hearty me two. however one could just as well say just because certain actions are moral does not make them legal one still doesn't really get an impression of which one is truly right. best regards,0
15,yes atheists tend to claim self control and self ownership. are you saying that theists claim to not have self control i don't think atheists are dominantly arrogant. they don't claim some god that has supremacy over all of mankind. now this claim would be arrogant but atheists don't claim it. most atheists do claim to own themselves. i think any disagreement with this claim of self ownership would be supremely arrogant.,0
16,br from wpratlanta.dg.com bill rawlins br newsgroups alt.atheism br organization dgsid atlanta ga br the problem is that most scientists exclude the br possibility of the supernatural in the question of br origins. is this is a fair premise i utterly br reject the hypothesis that science is the highest form of br truth. it is better than the crap that the creationists put out. so far all they have been able to manage is distortions and halftruths. when they are not taking quotes out of context... br some of these socalled humanlike creatures were br apes. some were humans. some were fancifully br reconstructed from fragments. the genetic code has shown more about how man is realted to primates that the fossil record. a little detail the creationists try and ignore. br good deeds do not justify a person in god's br sight. an atonement jesus is needed to atone br for sin. who says your bibletm i would be surprised if any christian followed all of the rules in the bible. most of them just pick and choose according to the local biases. br my point god is the creator. look's like we agree. where is your proof how do you know it was your god br i'll send you some info via email. br regards bill. why not post them i would be interested in seeing them myself.,0
17,prove it. i have a source that says that to date the civilian death count er excuse me i mean collateral damage is about . i have never seen any source that was claiming such a figure. please post the source so its reliability can be judged. this figure would not simply be deaths by bombing but also death later from disease the sewer system of baghdad was deliberately targeted and starvation. i believe but when i get a copy of the latest research in june or july that this was the figure proposed in the census bureau report on the matter. the report was suppressed and the cb attempted to sack the author of the report but failed due to procedural technicality. the author is now on permanent leave.,0
18,not true. only an observer at rest at infinite distance from the black hole will see the particle take infinite time to reach the horizon. in the particle's own reference frame it takes a very finite time to reach the horizon and the singularity. the math does indeed predict this. take a look at mitchner thorne and wheeler's gravitation. peter walker,0
19,kent sandvik and jon livesey made essentially the same response so this time kent's article gets the reply this begs the question of whether it ever started perhaps because accuracy was always an intention. it makes little difference if you have eyewitnesses or people one step away reporters if you will. as i said earlier the telephone metaphor is innately bad because the purpose of a game of telephone is contrary to the aims of writing these sorts of texts. also i would point out that by the standards generally asserted in this group the distinction between eyewitnesses and others is hollow since nobody can be shown to be an eyewitness or indeed even shown to be the author of the text. there is no evidence that the original texts of either the ot or the nt are largely lost over time in a sea of errors corrections additions and deletions. in the case of the nt the evidence is strongly in the other direction the textus r. and the nestlealand text do not differ on more than a low level of significance. it is reasonable to assume a similar situation for the ot based on the nt as a model.,0
20,date sun apr gmt from fred rice dariceyoyo.cc.monash.edu.au the qur'an talks about those who take their lusts and worldly desires for their god. i think this probably encompasses most atheists. fred rice dariceyoyo.cc.monash.edu.au as well as all the muslim men screwing fourteen year old prostitutes in thailand. got a better quote,0
21,isaac asimov read creationist books. he read the bible. he had ample opportunity to kneel before his creator and savior. he refused. in fact he sent out a strong promotional letter urging support of the american humanist association shortly before he died. excerpt from ken ham asimov meets his creator back to genesis no. june p. c included in acts facts vol. no. june from the institute for creation research. this is one of the most offensive articles they've ever publishedbut at least it argues against a deathbed conversion. there's a part of the article even worse than what i've just quoted in which an excerpt from a reader's letter says that if asimov is burning in hell now then he certainly has had a degree change in his former beliefs about creation and the creator. a postdeathbed conversion.,0
22,i think you're letting atheist mythology great start. i realize immediately that you are not interested in discussion and are going to thump your babble at me. i would much prefer an answer from ms healy who seems to have a reasonable and reasoned approach to things. say aren't you the creationist guy who made a lot of silly statements about evolution some time ago duh gee then we must be talking christian mythology now. i was hoping to discuss something with a reasonable logical person but all you seem to have for your side is a repetition of the same boring mythology i've seen a thousand times before. i am deleting the rest of your remarks unless i spot something that approaches an answer because they are merely a repetition of some uninteresting doctrine or other and contain no thought at all. i have to congratulate you though bill. you wouldn't know a logical argument if it bit you on the balls. such a persistent lack of function in the face of repeated attempts to assist you in learning which i have seen in this forum and others in the past speaks of a talent that goes well beyond my own meager abilities. i just don't seem to have that capacity for ignoring outside influences. dean kaflowitz dean reread your comments do you think that merely characterizing an argument is the same as refuting it do you think that ad hominum attacks are sufficient to make any point other than you disapproval of me do you have any contribution to make at all,0
23,what i mean is what i said. what i want does not automatically translate into what i think is right. that is it does not translate that way for me. if you reply that i think it is ok to kill you because that is what i decided then what that means is that for you what i want does translate into what i think is right. it just doesn't translate that way for me.,0
24,you asked me to look over here but i was on my way back anyway reply to cobbalexia.lis.uiuc.edu mike cobb if morals come from what is societally accepted why follow that what right do we have to expect others to follow our notion of societally mandated morality pardon the extremism but couldn't i murder your brother and say that i was exercising my rights as i saw them was doing what felt good didn't want anyone forcing their morality on me or i don't follow your morality i believe that morality is subjective. each person is entitled to his own moral attitudes. mine are not a priori more correct than someone elses. this does not mean however that i must judge another on the basis of his rather than my moral standards. while he is entitled to believe what his own moral sense tells him the rest of society is entitled to pass laws spelling out punishments for behavior that is offensive to the majority. why your last statement. why by which authority most criminals do not see their behavior as moral. the may realize that it is immoral and not care. they are thus not following their own moral system but being immoral. for someone to lay claim to an alternative moral system he must be sincere in his belief in it and it must be internally consistent. why your last statement. why are these things necessary and believe me a belief in terrorism can be both sincere and frighteningly consistent. some sociopaths lack an innate moral sense and thus may be incapable of behaving morally. while someone like hitler may have believed that his actions were moral we may judge him immoral by our standards. holding that morality is subjective does not mean that we must excuse the murderer. trouble is this would sound just fine coming from someone like hitler too. i do not mean any comparison or offence david. try substituting the social minority of your choice for 'sociopath' 'hitler' and 'murderer'. no logical difference. someone like you vs. someone like hitler. zero sum.,0
25,why don't you ask the approx. two million british muslims who break it five times a day and have never ever been prosecuted under it then ask how easy it is to hold a christian church service in saudi arabia.,0
26,atoms are not objective. they aren't even real. what scientists call an atom is nothing more than a mathematical model that describes certain physical observable properties of our surroundings. all of which is subjective. jim halat this deserves framing. it really does. atoms aren't even real. tell me then those atoms we have seen with electron microscopes are atoms now so what are they figments of our imaginations the evidence that atoms are real is overwhelming but i won't bother with most evidence at the moment. you would have us believe that what the eye perceives as images are actaully there as perceived this may be interesting. i thought that an electron microscope was used because no wavelength of light can illuminate any object of atomic scale. if this image is to have useful resolution wouldn't the illuminating sources wavelength have to be several orders of magnitude less than size of thing observed if an atom is a probablity cloud lower resolutions would give the appearance of solidity but it seems fairly certain that an atom is not an object is any conventional sense. obviously i am not a physicist but the question does have ramification of a philosophic nature. anyway just a stray thought carry on ...,0
27,here's a suggestion for the logical argument faq. i don't think it's covered though the fallacy probably has a better name than the one i used how about it mathew inconsistency and counterexample this occurs when one party points out that some source of information takes stand a which is inconsistent with b. there are two variations in which b is either a mutuallyagreedon premise or else a stand elsewhere from the same source. the second party fallaciously responds by saying see the source really does say b it's right here this reply does not refute the allegation of inconsistency because it does not show that the source only says b. example of the first type the koran says unbelievers should be treated in these ways. we can both agree these are immoral. the koran clearly says in this other passage that unbelievers are not to be treated that way. example of the second type there are two biblical creation stories. you're wrong since the bible clearly describes the creation as description. on the first day after christmas my truelove served to me... leftover turkey on the second day after christmas my truelove served to me... turkey casserole that she made from leftover turkey. days deleted ... flaming turkey wings ... pizza hut commercial and mtluagic bait,0
28,kmrpo.cwru.edu keith m. ryan pontificated is this from the quran or however it's spelled,0
29,they must be theists in disguise. in any event we don't need to create religious parodies just look at some actual religions which are absurd. mand now . . . mdeep thoughtsm mby jack handey.m,0
30,there's a difference between believing in the existence of an entity and loving that entity. god could show me directly that he exists and i'd still have a free choice about whether to love him or not. so why doesn't he kevin anthoney kaxcs.nott.ac.uk don't believe anything you read in .sig files.,0
31,a world creator god does the moment it creates the world. and to sayi that you can't recall anyone is even below your usual standard of aarguing. my argument is based on quite usual theistic assumptions namely god is perfect god is allknowing god sets the rules. the rules don't work for whatever reason. because of its omniscience the god has known it. in advance. deletion it is not a question of grammar it is a question of modelling. has been discussed in the wonderful time when you were not posting to this group. when a is contradictorily defined a does not point to an instance in reality. unless there is more information in the definition of a that allows me to find it somehow. however when the contradictory attribute is said to be essential ie has not got that attribute not the a i am looking for i can conclude that a does not exist. that's quite like i predict coins falling predicted happened . heads tails . tails tails . heads tails . heads tails i take . and dismiss the rest because of the unnecessary complexity the other evidence causes.,0
32,by the way news.announce.newusers has an article can't remember which one that recommends reading a newsgroup for month before posting. this makes sense because you get an idea who the players are and what the current discussions are about. am i the only one who followed that advice no i spent a month just reading too mainly because i did not know much about the way atheists think. i even printed out the faqs and discussed it with a friend before i started posting. alt.atheism deals with religious issues more appropriately lack of religious beliefs which are by their very nature very controversial. it makes sense to read what is being discussed and how just to make sure you are not repeating something others have said better. petri,0
33,precisely my position. as a newbie i tried the pointbypoint approach to debate with these types. it wasted both my time and my lifespan. ignoring them is not an option since they don't go away and doing so would leave one with large stretches of complete anonymity in this group. what's left healthy flaming. i'm sure on occassion i've appeared to be little more than a caustic boob to some of the bobby types. but why waste breath arguing with someone whose most rational though process involves his excretory system and i stand by my record of recognizing these people long before most of the rest of the group. so let's see what this timmons character has in store for us... bob beauchaine bobbevice.ico.tek.com they said that queens could stay they blew the bronx away and sank manhattan out at sea.,0
34,no that's the point of evolution not the point of natural morality. unless of course as i have suggested several times already natural morality is just a renaming. but your yes is actually stronger than this. you are agreeing that every time an organism evolves cooperative behaviour you are going to call it a natural morality. bee dance is a naturally developed piece of cooperative behaviour.,0
35,reply to frankds.uucp frank o'dwyer if the good is undefined undefinable but you require of everyone that they know innately what is right you are back to subjectivism. ditto here. an evaluative statement implies a value judgement on the part of the person making it. pretty perceptive that prof. flew. please explain how this helps. i don't see your argument. this makes no sense either. flew is arguing that this is where the objectivist winds up not the subjectivist. furthermore the nihilists believed in nothing except science materialism revolution and the people. and also not the position of the subjectivist as has been pointed out to you already by others. ditch the strawman already and see my reply to mike cobb's root message in the thread societal basis for morality.,0
36,acoopermac.cc.macalstr.edu turin turambar me department of utter misery said re. dan schaertel's article if i followed the quoting right i think it may also be worthwhile pointing out that if we take the appellation rabbi' seriously then jesus had a full grasp of contemporary scripture' mat jesus saith unto them did ye never read in the scriptures... mat jesus answered and said unto them ye do err not knowing mat the scriptures nor the power of god. following from this he would have been in a wonderful position to fulfil prophesies and the nt says as much mat but how then shall the scriptures be fulfilled mat that thus it must be mat but all this was done that the scriptures of the mat prophets might be fulfilled. then all the disciples mat forsook him and fled. if the books comprising the referredto scripture' had not been accessible then it probably would be a different matter.,0
37,vell this is perfectly normal behaviour vor a vogon you know,0
38,in the part of the posting you have so helpfully deleted i pointed out that they used the wording from the english bill of rights apparently changing what they understood by it and i asked why then should we two hundred years later be bound by what keith allan schneider thinks they understood by it. so one cannot say a cruel fate your prevarications are getting increasingly unconvincing i think.,0
39,i think c.s. lewis has argued that medieval people did not all think the world is flat. however this argument goes both ways. pretend someone telling plato that it is highly probable that people do not really have souls their minds and their consciousness are just something their brains make up and their brains their body is actually ahead of their mind even in voluntarly actions. i don't think plato would have been happy with this and neither would paul although paul's ideas were quite different. however if you would read what we discuss in this group and not just preach you would see that there currently is much evidence in favour of these statements. the same applies to the theory of natural selection or other sacred cows of christianity on our origins and human nature. i don't believe in spirits devils or immortal souls any more than in gods. ah you said it. you believe what you want to. this is what i had assumed all along. you might be as well planting satan's seeds ever thought of this besides you haven't yet explained why we must believe so blindly without any guiding light at all at least i haven't noticed it. i don't think this is at all fair play on god's part. your argument sounds like a version of pascal's wager. please read the faq this fallacy is discussed there. and i failed to get help from the hs because i had a wrong attitude sorry dan but i do not think this spirit exists. people who claim to have access to it just look badly deluded not gifted. petri,0
40,deletion well that is certainly different but it looks as if there is a translation found for everything. by the way i am most surprised to hear that night and day move in an orbit.,0
41,ah excellent. so why doesn't she appear to me i'm a little weak in the blind faith department. besides she doesn't even really need to appear how about oh say a little tip something like put your all on in the at the dog races ... perhaps in a dream or vision. i'm afraid i don't know arabic i have only read translations. i wouldn't know it if it were wellwritten. consistent though is one thing the quran is not. and have you read it in arabic besides some of my best writing has been done under the influence of shall we say consciousness altering substances. yes so how do we know they weren't very good again assuming that the quran is beautfully written. ok i retract this point. although i might still say that once he knew he should have done something about it. i haven't interviewed all muslims about this i would really like it if this were false. but i can't take it on your sayso what are your sources what other basis do we have to judge a system especially when we can't get a consistent picture of what islam really is. do i believe khomeini do i go by the imam of the mosque in mecca or perhaps the guy in new jersey or perhaps you say i should go only by the quran. ok whose translation and what about things like and wherever you find idolators kill them s,0
42,when they're not important yes. all scientists do. otherwise science would never get anywhere. hang about not atomic interactions in general. just specific ones which are deemed unimportant. like gravitational interactions between ions which are so small they're drowned out by electrostatic effects and so on. oh probably. they still make people memorize equations and ir spectra. maybe in a few decades they'll discover the revolutionary data book technique.,0
43,short reply to kent sandvik's post remarking how it is strange that somehow sufism is related to islam as to him they seem quite different. if one really understands islam it is not strange that sufism is associated with it. in fact sufism is in general seen as the inner dimension of islam. one of the roots of the word islam is submission islam denotes submission to god. sufism is the most complete submission to god imaginable in annihilating oneself in god. i am not a sufi or on the sufi path but have read a lot and recently have been discussing a number of things with others who are on the sufi path.,0
44,but theology is full of reason even if it is as we believe based on false premises etc etc. hold on there no meaning to consciousness or mind or self what illogicality since when is for instance nonbehaviourist psychology a pipe dream surely the major purpose of the science of psychology is to understand the workings of the mind. manifestations of the mundane sounds rather transcendental to me. in fact matter energy space and time are well measured but mysterious concepts. does an atheist really have to believe in your reductionism or be cast out as not following the true faith,0
45,i read an article about a poll done of students at the ivy league schools in which it was reported that a third of the students indentified themselves as atheists. this is a lot higher than among the general population. i wonder what the reasons for this discrepancy are is it because they are more intelligent younger is this the wave of the future,0
46,knowing keith i expect he'll bring the leather accessories. better oil it well. leather cracks when it dries.,0
47,actually i find the stuff about jc being a carpenter more interesting. is there an independent source for this assertion or is it all from the christian bible is there any record at all of anything he built a table a house some stairs norm abrams says the real test of a carpenter's skill is building stairs with hand tools. did he leave any plans behind for say kitchen counters and cabinets did he build his own cross if so did he use pressuretreated lumber gotta use that pressuretreated anywhere that wood meets concrete but it holds up better anyway for mose outdoor applications. i keep seeing these bumperstickers that say my boss is a jewish carpenter but they're always on the back of ford escorts and a real carpenter's apprentice would probably drive a pickup so i'm out for verification that he really was a carpenter. dean kaflowitz,0
48,i and many others on a.a have described how we have tried to find god. are you saying our efforts have not been sincere for all the effort i have put in there has been no outward nor inward change that i can perceive. what's a sincerely searching agnostic or atheist supposed to do when even the search turns up nothing how do you accept that which you don't know do you mean that i must believe in your god in order to believe in your god,0
49,sorry fred but for the purposes under discussion here i must disagree. your point is true only in the sense that one cannot argue against communism by reference to the chinese or soviet empires since those did not represent true communism. in judging the practical consequences of islam as a force to contend with in the world today it is precisely the khomeini's of the world the rushdiefatwa supporters and perhaps more importantly the reaction of the world muslim community to those extremists that we must look to. perhaps unfortunately from your perspective most people are not concerned with whether islam is the right religion for them or whether the qur'an could be used as a guidebook for a hypothetical utopia but how islam affects the world around them or what their lives might be like if islam gains in influence. when i consider such possibilities it is with not inconsiderable fear.,0
50,mathew could you let us know when this happened so i can see if my version is as uptodate as possible i try to resave the faqs once in a while but otherwise i ignore their regular postings so i wouldn't generally notice such a change. and i like to stay current. thanks,0
51,rh from househelios.usq.edu.au ron house rh newsgroups alt.atheism rh organization university of southern queensland rh i know i shouldn't get involved but... rh bit deleted rest of rant deleted this is a standard argument for fundies. can you spot the falicy the statement is arguing from the assumption that jesus actually existed. so far they have not been able to offer real proof of that existance. most of them try it using the very flawed writings of josh mcdowell and others to prove it but those writers use very flawed sources. if they are real sources at all some are not. when will they ever learn to do real research instead of believing the drivel sold in the christian bookstores. rh righto dan try this one with your cornflakes... rh the book says that muhammad was either a liar or he was rh crazy a modern day mad mahdi or he was actually who he rh said he was. some reasons why he wouldn't be a liar are as rh follows. who would die for a lie wouldn't people be able rh to tell if he was a liar people gathered around him and rh kept doing it many gathered from hearing or seeing how his rh soninlaw made the sun stand still. call me a fool but i rh believe he did make the sun stand still. rh niether was he a lunatic. would more than an entire nation rh be drawn to someone who was crazy. very doubtful in fact rh rediculous. for example anyone who is drawn to the mad rh mahdi is obviously a fool logical people see this right rh away. rh therefore since he wasn't a liar or a lunatic he must have rh been the real thing. nice rebutal,0
52,okay i see smilies so this isn't supposed to be a serious post. on the other hand i would suppose it does has some motivation behind it. apparently the idea is to poke fun at religion but there is presumably some sort of reasoning behind it. as an argument this statement is worthless. presuming the qur'an is a perfect religious text whatever that might be there is still plenty of room for disagreement about its implications for issues far from essentials. i've already responded to the question of how a judgment might be made between two people who in fact do disagree about islam which doesn't presume anything about the qur'an other than its having sufficient clarity for all important disputes about the basic principles of islam. this hardly constitutes a claim that no two people could have disagreements about all issues relevant to islam.,0
53,the children were of course killed by a lone gunman in a second story window who fired eight bullets in the space of two seconds...,0
54,as i understand that number is deceptive. the reason is that the money cost was in nonoil sales for the most part. iraq still is not allowed to sell oil or do many of the things under the initial sanctions but is still surviving. of the i have heard figures closer to but i won't quibble your figures most was dropped in carpet bombing of regions only occupied by enemy troops. a b drops a lot of bombs in one sortie and we used them around the clock. not to mention other smaller aircraft using dumb munitions. . the patriot uses a proximity fuse. the adjusted figures for number of patriot kills of ss derivitives is . that figure came not from some fluke in the pentagon but a someone working with such stuff in another part of dod. . the statement precision bombing was the norm is true around areas where civilians were close to the target. we dropped by tonnage very little bombs in populated regions explaining the figures. this figure is far below all the other figures i have seen. if it is indeed accurate then how do you explain the discrepancy between that figure and other figures from international organizations most figures i have seen place the hit ratio close to which is still far higher than your . or does your figure say a bomb missed if the plane took off with it and the bomb never hit the target regardless of whether or not the bomb was dropped such methods are used all the time to lie with statistics. i have never seen any source that was claiming such a figure. please post the source so its reliability can be judged.,0
55,...deletions... an islamic bank is something which operates in a different fashion to your modern bank as i have explained here on another thread before. for example islamic banks don't pay fixed interests on deposits but a return on investments which varies according to the market and is not fixed like interest is. islamic banks are a relatively new phenomenon in the islamic world. there are no islamic banks in the west including the usa to my knowledge. i doubt if the market for them exists there at least not while islamic banks are at a relatively early stage of their development as is the case now. bcci is most certainly not an islamic bank did bcci ever pay a fixed interest rate on deposits if the answer to this question is yes then bcci was not an islamic bank as islamic banks are specifically set up to not pay or charge interest. whether some muslims partially owned the bank or whatever is completely irrelevant.,0
56,riddle me this. if a gods exist why on earth should we grovel why on earth should we give a damm at all what evidence do you have that if such a creatures exist it deserves anything beyond mild admiration or sheer hatred for what itthey have done in the past whichever gods you care to pick. that is assuming any records of their actions are correct. religon offers a bliss bubble of self contained reality which is seperate from the physical world. any belief system can leave you in such a state and so can drugs. gods are not a requirement. only if you remove such useless tappestry can you build a set of morals to build a society upon. it is that or keep on exterminating those who don't believe or converting them. eric new viruses,0
57,perhaps it's prophetic that the week where are they now appears and i can claim to be a stillactive oldtimer my news software gets bit rot and ships outgoing articles into a deep hole somewhere... anyway here's a repost these days you don't have to fall far behind... last monday admittedly after a long weekend but... i had messages just in those few days. aside from a hiatus while changing jobs last fall i've been here since . hell norway the rubber room at the funny farm seminary it is not given to us to know...,0
58,cute characterization bill however there is no inconsistency between the two statements. even if one believes that religion is primitive simpleminded and unscientific antiintellectual and childish one can still hold the view that religion also adds an unnecessary level of complexity to the explanation. the ideas themselves don't have to be complex before being excised by occam's razor they only have to add unnecessarily to the overall complexity of the description. i think the nonessential part of an explanatory system is one that adds no predictive capability to the system. huh watch it your freudian slip is showing,0
59,same old bullshit. not being given to delusions and wishful thinking i do not have the option of either loving or obeying that which i have so reason to believe. more bullshit. i assure you in my misguided youth i made a sincere effort. it was very painful being a rational person raised in christian home. many others could tell the same story. you choose not to believe anyone's experience which contradicts your smug theories.,0
60,what atheists are you talking about imnsho abortion is the womans choice. homosexual sex is the choice of the people involved. war is sometimes necessary. this leaves capital punishment. i oppose capital punishemnt because mistakes can happen yes this thread went around with no resolution recently. as far as poplulation control i think contraception and education are the best courses of action. that's because you are again making the assumption that all atheists have some specific mindset. mistakes can happen bill and i could be the victim of such a mistake.,0
61,actually i just think he's confused. i'm going to hell because i'm gay not becuase i don't believe in god. i wonder if that means i can't come to tammy deans picnic,0
62,...stuff deleted... as many posters have said in as many posts lately this is just not true. for to show no interest in the existence of god takes no faith at all. you make the presumption that the knowledge of the possibility of something is enough to require faith to render that possibilty of no interest. it is a very different thing to say that you don't believe something than it is to say that you don't have sufficent reason to believe something is even interesting to think about. it's not either or. sometimes is just something else more interesting that occupies your mind. i agree that faith and dogma are inevitable but not necessarily applied to god and religion. it takes both faith and dogma to expect the sun to come up every morning but there is overwhelming reason every single day day in and day out for everyone to put his faith and dogma there. not so with the christian religion.,0
63,yawn another rightwing wasp imagining he's an oppressed minority. perhaps camille paglia is right after all. i would not have any argument or problem with a peacenik if they ... stayed out of all conflicts or issues i bet you wouldn't. you'd love it. but what makes you think that sitting back saying nothing about defense issues and letting people like you make all the decisions is anything to do with their ideals,0
